SourceCode	Source	Field3	Field4
TYACKES	Tyacke, Sarah, 'Samuel Pepys as Map Collector', in <EM>Maps and Prints: Aspects of the English Booktrade</EM>, eds. Myers, Robin & Harris, Michael (Oxford, 1984), pp1-29	NULL	NULL
UBD	<a name="u"><EM>Universal British Directory of Trade, Commerce & Manufacture </EM>(1791/98)	d	NULL
UNDERHILL	<EM>Triennial Directory of London, Westminster, Southwark, and ten miles distant, for the years 1817, 1818, 1819</EM>, 10th ed. (London: T. Underhill, [1817])	d	NULL
Univ	Univ - Leicester data	NULL	NULL
VANARSDEL	VanArsdel, Rosemary T. 'The Westminster Review: Change of Editorship 1840', in <EM>Studies in Bibliography 25</EM> (1972), pp191-204	NULL	NULL
VAULBERT	Vaulbert de Chantilly, Marc, 'Property of a Distinguished Poisoner: Thomas Griffiths Wainewright and the Griffiths Family Library', in <EM>Under the Hammer: Book Auctions since the Seventeenth Century London</EM>, eds. Myers, Robin, Harris, Michael & Mandelbrote, Giles (London, 2001), pp111-142	NULL	NULL
VCH-LEI	<a name="v"><EM>Victoria County History of Leicestershire</EM> (with vol. & p. no.)	p	John Hinks
VERRAL	VERRAL	NULL	NULL
VHBBirm	<em>The Visitor's Hand Book through the Manufactories of Birmingham</em>, 2nd edition (Birmingham: William Cornish, 1851)	NULL	NULL
VP	Information from Vivienne Painting	u	Vivienne Painting
W & B	<a name="w">Wakeman, Geoffrey and Bridson, Gavin D.R., <EM>A Guide to Nineteenth Century Colour Printers </EM>(Loughborough, 1975)	p	NULL
WA/1841 & 1851	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            1841 & 1851 Census returns (Sleaford HO107/622 & 2100)	m	Wendy Atkin
WA/HOLDEN11	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            HOLDEN ?1811	d	Wendy Atkin
WA/IGI	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            International Genealogical Index	u	Wendy Atkin
WA/LRSM	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp;<EM> \n            Lincoln, Rutland & Stamford Mercury	n	Wendy Atkin
WA/MISC	Information from Wendy Atkin for Sleaford, Unspecified	NULL	NULL
WA/NSPR	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            New Sleaford Parish Register	m	Wendy Atkin
WA/OLNEY	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            Olney, R.J., <EM>Rural Society and County Government in Nineteenth \n            Century Lincolnshire</EM> (History of Lincolnshire Committee, 1979)	p	Wendy Atkin
WA/PIGOT22	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            PIGOT ?1822	d	Wendy Atkin
WA/POLL23	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            Poll Book of Kesteven, Lincolnshire, 1823	m	Wendy Atkin
WA/PROVCHAP	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            Providence (Independent) Chapel Births & Baptisms 1814-1840 (Lincolnshire \n            Archives MF2/75)	m	Wendy Atkin
WA/QOSPR	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            Quarrington & Old Sleaford Parish	m	Wendy Atkin
WA/SLATER51	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            PIGOT ?1851	d	Wendy Atkin
WA/UBD	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            UBD	d	Wendy Atkin
WA/WHITE26	Information from Wendy Atkin for Sleaford, based on:<BR> &nbsp; \n            William White & Co,<EM> History & Directory of the County of Lincolnshire</EM> \n            (Leeds: Baines, 1826)	d	Wendy Atkin
WAKEMAN	Information from Frances Wakeman on papermills in Oxfordshire	u	Frances Wakeman
WALDER	Wallis, Alfred, 'A sketch of the early history of the printing press in Derbyshire', <EM>Journal of the Derbyshire Archaeological & Natural History Society </EM>(1881), pp.137-56	p	NULL
WALLIS	Wallis, P.J., <EM>The Book Trade in Northumberland and Durham to 1860: a supplement to C J Hunt's Biographical Dictionary </EM>(Newcastle upon Tyne, 1981)	p	NULL
WALLISPJ	Wallis, P.J. 'Cross-Regional Connexions' in <EM>Six Centuries of the Provincial Book Trade in Britain</EM>, ed. Isaac, Peter (Winchester, 1990). pp87-100.	NULL	NULL
WAR-CRO	Warwickshire Record Office	r	NULL
WARDLE & BENTHAM	<EM>Commercial Directory for 1814-15</EM> (Manchester: M. Wardle & Bentham, 1814)	d	NULL
WARE	Account books of John Ware & Son of Whitehaven (CUM-CRO)	m	Barry McKay
WARRINGTON	Warrington, Bernard, 'William Pickering and the Development of Publishers' Binding in the Early Nineteenth Century', in <EM>Publishing History 33</EM> (1993), pp59-76	NULL	NULL
WARWICKS1830	 <EM>History, Topography and Directory of Warwickshire 1830</EM><BR> (Birmingham:  W. M. West)	NULL	NULL
WATSON	WATSON	NULL	NULL
WATTT	Watt, Tessa 'Publisher, Pedlar, Pot-Poet: The Changing Character of the Broadside Trade 1550-1640' in <EM>Spreading the Word: The Distribution Network of Print 1550-1850</EM>, eds. Myers, Robin & Harris, Michael (Winchester, 1990). pp61-81	NULL	NULL
WESTON	Weston, Richard, <EM>The Leicester Directory </EM>(Loughborough, 1794)	n	John Hinks
WHITE	White, William, <EM>History & General Directory of Sheffieldâ€¦ </EM>(Sheffield, 1833, 1841, 1845, 1849)	d	NULL
WHITE 1829	White, William, <EM>History, Directory & Gazetteer of Cumberland & Westmoreland</EM> (Leeds, 1829)	NULL	NULL
WHITE EM	White, Edmund M, 'Thackeray's Contributions to 'Fraser's Magazine'', in <EM>Studies in Bibliography 19 </EM> (1966) pp67-84	NULL	NULL
WING	Wing, Donald, <EM>Short-Title Catalogue of Books Printed in England, Scotland, Ireland, Wales and British America and of English Books Printed in Other Countries 1641-1702</EM>, 2nd ed. (New York, 1972-88)	p	NULL
WLA	WLA	NULL	NULL
WOODR	Wood, Robert, <EM>The Victorian Provincial Printer and the Stage</EM> (Newcastle Imprint Club, 1972)	NULL	NULL
WOODRUFF	Woodruff, James. F., 'The Background and Significance of the 'Rambler's' Format' in <EM>Publishing History IV</EM> (1978), pp113-133	NULL	NULL
WORJ	<EM>Worcester Journal</EM>	n	NULL
WORTH	Worth, R.N., 'Notes on the history of printing in Devon', <EM>Trans. Devonshire Association </EM>(1879), pp.497-515	p	NULL
WYKET	Wyke, Terry, 'Publishing and Reading Books etc in Nineteenth Century-Manchester', in <EM>Printing and the Book in Manchester 1700-1850</EM>, eds. Cass, Eddie & Garratt, Morris (Otley, 2001), pp29-49	NULL	NULL
